o,h,l,c,time
1.10646,1.10656,1.10562,1.10616,2016-07-15T18:00:00.000000000Z
1.10619,1.10728,1.10616,1.10691,2016-07-15T19:00:00.000000000Z
1.10694,1.10704,1.10251,1.10339,2016-07-15T20:00:00.000000000Z
1.10493,1.10545,1.10452,1.10496,2016-07-17T21:00:00.000000000Z
1.10500,1.10604,1.10500,1.10585,2016-07-17T22:00:00.000000000Z
1.10580,1.10598,1.10516,1.10560,2016-07-17T23:00:00.000000000Z
1.10563,1.10624,1.10518,1.10573,2016-07-18T00:00:00.000000000Z
1.10575,1.10712,1.10542,1.10688,2016-07-18T01:00:00.000000000Z
1.10685,1.10692,1.10612,1.10621,2016-07-18T02:00:00.000000000Z
1.10624,1.10666,1.10624,1.10643,2016-07-18T03:00:00.000000000Z
1.10647,1.10665,1.10620,1.10656,2016-07-18T04:00:00.000000000Z
1.10652,1.10701,1.10630,1.10685,2016-07-18T05:00:00.000000000Z
1.10688,1.10726,1.10514,1.10578,2016-07-18T06:00:00.000000000Z
1.10580,1.10628,1.10466,1.10518,2016-07-18T07:00:00.000000000Z
1.10522,1.10612,1.10487,1.10511,2016-07-18T08:00:00.000000000Z
1.10514,1.10578,1.10376,1.10430,2016-07-18T09:00:00.000000000Z
1.10430,1.10507,1.10380,1.10497,2016-07-18T10:00:00.000000000Z
1.10500,1.10592,1.10478,1.10574,2016-07-18T11:00:00.000000000Z
1.10572,1.10597,1.10473,1.10513,2016-07-18T12:00:00.000000000Z
1.10516,1.10652,1.10482,1.10646,2016-07-18T13:00:00.000000000Z
1.10646,1.10697,1.10582,1.10668,2016-07-18T14:00:00.000000000Z
1.10665,1.10844,1.10614,1.10756,2016-07-18T15:00:00.000000000Z
1.10760,1.10824,1.10637,1.10714,2016-07-18T16:00:00.000000000Z
1.10710,1.10824,1.10697,1.10748,2016-07-18T17:00:00.000000000Z
1.10752,1.10770,1.10682,1.10690,2016-07-18T18:00:00.000000000Z
1.10692,1.10752,1.10682,1.10716,2016-07-18T19:00:00.000000000Z
1.10714,1.10760,1.10713,1.10754,2016-07-18T20:00:00.000000000Z
1.10756,1.10784,1.10722,1.10745,2016-07-18T21:00:00.000000000Z
1.10743,1.10787,1.10730,1.10746,2016-07-18T22:00:00.000000000Z
1.10748,1.10764,1.10664,1.10682,2016-07-18T23:00:00.000000000Z
1.10687,1.10758,1.10638,1.10678,2016-07-19T00:00:00.000000000Z
1.10675,1.10698,1.10634,1.10686,2016-07-19T01:00:00.000000000Z
1.10689,1.10796,1.10659,1.10736,2016-07-19T02:00:00.000000000Z
1.10738,1.10805,1.10738,1.10782,2016-07-19T03:00:00.000000000Z
1.10780,1.10784,1.10730,1.10755,2016-07-19T04:00:00.000000000Z
1.10757,1.10764,1.10704,1.10740,2016-07-19T05:00:00.000000000Z
1.10736,1.10781,1.10632,1.10664,2016-07-19T06:00:00.000000000Z
1.10668,1.10728,1.10485,1.10596,2016-07-19T07:00:00.000000000Z
1.10593,1.10776,1.10555,1.10636,2016-07-19T08:00:00.000000000Z
1.10636,1.10740,1.10578,1.10628,2016-07-19T09:00:00.000000000Z
1.10626,1.10670,1.10556,1.10590,2016-07-19T10:00:00.000000000Z
1.10588,1.10600,1.10242,1.10320,2016-07-19T11:00:00.000000000Z
1.10318,1.10374,1.10146,1.10246,2016-07-19T12:00:00.000000000Z
1.10242,1.10302,1.10119,1.10239,2016-07-19T13:00:00.000000000Z
1.10242,1.10270,1.10101,1.10111,2016-07-19T14:00:00.000000000Z
1.10108,1.10186,1.09998,1.10134,2016-07-19T15:00:00.000000000Z
1.10131,1.10187,1.10065,1.10144,2016-07-19T16:00:00.000000000Z
1.10141,1.10186,1.10092,1.10120,2016-07-19T17:00:00.000000000Z
1.10124,1.10174,1.10090,1.10157,2016-07-19T18:00:00.000000000Z
1.10154,1.10213,1.10140,1.10196,2016-07-19T19:00:00.000000000Z
1.10192,1.10226,1.10160,1.10210,2016-07-19T20:00:00.000000000Z
1.10202,1.10212,1.10166,1.10179,2016-07-19T21:00:00.000000000Z
1.10176,1.10217,1.10164,1.10180,2016-07-19T22:00:00.000000000Z
1.10176,1.10194,1.10120,1.10137,2016-07-19T23:00:00.000000000Z
1.10140,1.10210,1.10114,1.10144,2016-07-20T00:00:00.000000000Z
1.10147,1.10156,1.10034,1.10148,2016-07-20T01:00:00.000000000Z
1.10145,1.10151,1.09974,1.10046,2016-07-20T02:00:00.000000000Z
1.10049,1.10148,1.10046,1.10114,2016-07-20T03:00:00.000000000Z
1.10117,1.10158,1.10110,1.10158,2016-07-20T04:00:00.000000000Z
1.10156,1.10212,1.10098,1.10177,2016-07-20T05:00:00.000000000Z
1.10180,1.10198,1.09843,1.09891,2016-07-20T06:00:00.000000000Z
1.09891,1.09958,1.09816,1.09949,2016-07-20T07:00:00.000000000Z
1.09946,1.10135,1.09862,1.10019,2016-07-20T08:00:00.000000000Z
1.10022,1.10156,1.09944,1.10069,2016-07-20T09:00:00.000000000Z
1.10066,1.10220,1.10026,1.10112,2016-07-20T10:00:00.000000000Z
1.10110,1.10154,1.10052,1.10120,2016-07-20T11:00:00.000000000Z
1.10123,1.10167,1.09914,1.09956,2016-07-20T12:00:00.000000000Z
1.09953,1.10034,1.09923,1.09972,2016-07-20T13:00:00.000000000Z
1.09975,1.10304,1.09966,1.10080,2016-07-20T14:00:00.000000000Z
1.10081,1.10114,1.09990,1.10044,2016-07-20T15:00:00.000000000Z
1.10048,1.10078,1.09990,1.10062,2016-07-20T16:00:00.000000000Z
1.10062,1.10066,1.09990,1.10050,2016-07-20T17:00:00.000000000Z
1.10053,1.10087,1.10017,1.10040,2016-07-20T18:00:00.000000000Z
1.10038,1.10214,1.10036,1.10184,2016-07-20T19:00:00.000000000Z
1.10180,1.10180,1.10108,1.10144,2016-07-20T20:00:00.000000000Z
1.10139,1.10192,1.10050,1.10106,2016-07-20T21:00:00.000000000Z
1.10106,1.10117,1.10086,1.10108,2016-07-20T22:00:00.000000000Z
1.10108,1.10217,1.10104,1.10164,2016-07-20T23:00:00.000000000Z
1.10160,1.10193,1.10076,1.10100,2016-07-21T00:00:00.000000000Z
1.10104,1.10274,1.10088,1.10252,2016-07-21T01:00:00.000000000Z
1.10248,1.10248,1.10172,1.10224,2016-07-21T02:00:00.000000000Z
1.10224,1.10441,1.10224,1.10364,2016-07-21T03:00:00.000000000Z
1.10362,1.10374,1.10324,1.10348,2016-07-21T04:00:00.000000000Z
1.10347,1.10388,1.10270,1.10282,2016-07-21T05:00:00.000000000Z
1.10279,1.10475,1.10276,1.10379,2016-07-21T06:00:00.000000000Z
1.10382,1.10392,1.10224,1.10326,2016-07-21T07:00:00.000000000Z
1.10327,1.10418,1.10142,1.10148,2016-07-21T08:00:00.000000000Z
1.10148,1.10312,1.10051,1.10235,2016-07-21T09:00:00.000000000Z
1.10235,1.10320,1.10118,1.10152,2016-07-21T10:00:00.000000000Z
1.10152,1.10277,1.10111,1.10120,2016-07-21T11:00:00.000000000Z
1.10123,1.10598,1.10092,1.10432,2016-07-21T12:00:00.000000000Z
1.10434,1.10580,1.10062,1.10110,2016-07-21T13:00:00.000000000Z
1.10104,1.10158,1.09796,1.09936,2016-07-21T14:00:00.000000000Z
1.09936,1.10208,1.09928,1.10152,2016-07-21T15:00:00.000000000Z
1.10150,1.10171,1.10044,1.10076,2016-07-21T16:00:00.000000000Z
1.10080,1.10126,1.10025,1.10094,2016-07-21T17:00:00.000000000Z
1.10091,1.10204,1.10059,1.10137,2016-07-21T18:00:00.000000000Z
1.10140,1.10238,1.10140,1.10222,2016-07-21T19:00:00.000000000Z
1.10218,1.10278,1.10193,1.10262,2016-07-21T20:00:00.000000000Z
1.10264,1.10287,1.10198,1.10259,2016-07-21T21:00:00.000000000Z
1.10260,1.10278,1.10204,1.10264,2016-07-21T22:00:00.000000000Z
1.10261,1.10334,1.10251,1.10320,2016-07-21T23:00:00.000000000Z
1.10320,1.10333,1.10262,1.10286,2016-07-22T00:00:00.000000000Z
1.10286,1.10313,1.10234,1.10240,2016-07-22T01:00:00.000000000Z
1.10239,1.10264,1.10198,1.10228,2016-07-22T02:00:00.000000000Z
1.10229,1.10257,1.10192,1.10242,2016-07-22T03:00:00.000000000Z
1.10243,1.10309,1.10238,1.10306,2016-07-22T04:00:00.000000000Z
1.10304,1.10326,1.10197,1.10211,2016-07-22T05:00:00.000000000Z
1.10215,1.10346,1.10207,1.10236,2016-07-22T06:00:00.000000000Z
1.10234,1.10308,1.10164,1.10262,2016-07-22T07:00:00.000000000Z
1.10262,1.10411,1.10244,1.10290,2016-07-22T08:00:00.000000000Z
1.10290,1.10373,1.10228,1.10258,2016-07-22T09:00:00.000000000Z
1.10255,1.10281,1.10124,1.10164,2016-07-22T10:00:00.000000000Z
1.10166,1.10307,1.10136,1.10246,2016-07-22T11:00:00.000000000Z
1.10242,1.10252,1.10094,1.10138,2016-07-22T12:00:00.000000000Z
1.10134,1.10243,1.10082,1.10126,2016-07-22T13:00:00.000000000Z
1.10126,1.10172,1.09712,1.09804,2016-07-22T14:00:00.000000000Z
1.09800,1.09808,1.09664,1.09677,2016-07-22T15:00:00.000000000Z
1.09676,1.09684,1.09564,1.09671,2016-07-22T16:00:00.000000000Z
1.09668,1.09687,1.09593,1.09664,2016-07-22T17:00:00.000000000Z
1.09664,1.09668,1.09556,1.09618,2016-07-22T18:00:00.000000000Z
1.09615,1.09743,1.09610,1.09736,2016-07-22T19:00:00.000000000Z
1.09733,1.09791,1.09714,1.09774,2016-07-22T20:00:00.000000000Z
1.09746,1.09767,1.09688,1.09725,2016-07-24T21:00:00.000000000Z
1.09722,1.09734,1.09631,1.09714,2016-07-24T22:00:00.000000000Z
1.09711,1.09716,1.09660,1.09690,2016-07-24T23:00:00.000000000Z
1.09686,1.09726,1.09582,1.09596,2016-07-25T00:00:00.000000000Z
1.09600,1.09610,1.09523,1.09600,2016-07-25T01:00:00.000000000Z
1.09603,1.09709,1.09600,1.09703,2016-07-25T02:00:00.000000000Z
1.09700,1.09736,1.09687,1.09722,2016-07-25T03:00:00.000000000Z
1.09719,1.09769,1.09701,1.09756,2016-07-25T04:00:00.000000000Z
1.09758,1.09787,1.09742,1.09753,2016-07-25T05:00:00.000000000Z
1.09750,1.09784,1.09650,1.09674,2016-07-25T06:00:00.000000000Z
1.09675,1.09712,1.09610,1.09657,2016-07-25T07:00:00.000000000Z
1.09660,1.09872,1.09645,1.09826,2016-07-25T08:00:00.000000000Z
1.09822,1.09965,1.09795,1.09923,2016-07-25T09:00:00.000000000Z
1.09919,1.09942,1.09861,1.09886,2016-07-25T10:00:00.000000000Z
1.09886,1.09891,1.09812,1.09839,2016-07-25T11:00:00.000000000Z
1.09840,1.09892,1.09720,1.09740,2016-07-25T12:00:00.000000000Z
1.09738,1.09848,1.09722,1.09785,2016-07-25T13:00:00.000000000Z
1.09782,1.09856,1.09702,1.09707,2016-07-25T14:00:00.000000000Z
1.09710,1.09814,1.09682,1.09788,2016-07-25T15:00:00.000000000Z
1.09789,1.09894,1.09778,1.09873,2016-07-25T16:00:00.000000000Z
1.09876,1.09944,1.09842,1.09936,2016-07-25T17:00:00.000000000Z
1.09938,1.09990,1.09886,1.09897,2016-07-25T18:00:00.000000000Z
1.09899,1.09956,1.09885,1.09907,2016-07-25T19:00:00.000000000Z
1.09910,1.09950,1.09900,1.09948,2016-07-25T20:00:00.000000000Z
1.09936,1.09959,1.09916,1.09938,2016-07-25T21:00:00.000000000Z
1.09933,1.09962,1.09898,1.09931,2016-07-25T22:00:00.000000000Z
1.09931,1.09966,1.09884,1.09893,2016-07-25T23:00:00.000000000Z
1.09931,1.09966,1.09884,1.09893,2016-07-25T23:00:00.000000000Z
1.09890,1.09940,1.09832,1.09849,2016-07-26T00:00:00.000000000Z
1.09848,1.09935,1.09832,1.09901,2016-07-26T01:00:00.000000000Z
1.09898,1.09933,1.09856,1.09878,2016-07-26T02:00:00.000000000Z
1.09882,1.09891,1.09869,1.09878,2016-07-26T03:00:00.000000000Z
1.09878,1.10060,1.09867,1.10048,2016-07-26T04:00:00.000000000Z
1.10048,1.10208,1.09999,1.10126,2016-07-26T05:00:00.000000000Z
1.10124,1.10168,1.10067,1.10081,2016-07-26T06:00:00.000000000Z
1.10081,1.10117,1.09968,1.10079,2016-07-26T07:00:00.000000000Z
1.10078,1.10124,1.10024,1.10116,2016-07-26T08:00:00.000000000Z
1.10118,1.10300,1.10118,1.10136,2016-07-26T09:00:00.000000000Z
1.10132,1.10163,1.10018,1.10018,2016-07-26T10:00:00.000000000Z
1.10015,1.10026,1.09948,1.09975,2016-07-26T11:00:00.000000000Z
1.09972,1.09999,1.09852,1.09948,2016-07-26T12:00:00.000000000Z
1.09944,1.10064,1.09914,1.10024,2016-07-26T13:00:00.000000000Z
1.10019,1.10032,1.09784,1.09811,2016-07-26T14:00:00.000000000Z
1.09814,1.09876,1.09787,1.09828,2016-07-26T15:00:00.000000000Z
1.09831,1.09882,1.09814,1.09880,2016-07-26T16:00:00.000000000Z
1.09883,1.09928,1.09848,1.09904,2016-07-26T17:00:00.000000000Z
1.09902,1.09928,1.09863,1.09867,2016-07-26T18:00:00.000000000Z
1.09866,1.09914,1.09840,1.09882,2016-07-26T19:00:00.000000000Z
1.09880,1.09894,1.09830,1.09856,2016-07-26T20:00:00.000000000Z
1.09864,1.09894,1.09844,1.09844,2016-07-26T21:00:00.000000000Z
1.09848,1.09894,1.09844,1.09890,2016-07-26T22:00:00.000000000Z
1.09889,1.09904,1.09864,1.09874,2016-07-26T23:00:00.000000000Z
1.09870,1.09938,1.09816,1.09902,2016-07-27T00:00:00.000000000Z
1.09905,1.09938,1.09862,1.09862,2016-07-27T01:00:00.000000000Z
1.09860,1.09953,1.09855,1.09908,2016-07-27T02:00:00.000000000Z
1.09905,1.10012,1.09848,1.09980,2016-07-27T03:00:00.000000000Z
1.09984,1.10022,1.09943,1.10003,2016-07-27T04:00:00.000000000Z
1.09998,1.10007,1.09918,1.09956,2016-07-27T05:00:00.000000000Z
1.09953,1.09960,1.09877,1.09900,2016-07-27T06:00:00.000000000Z
1.09898,1.10011,1.09869,1.10011,2016-07-27T07:00:00.000000000Z
1.10014,1.10037,1.09928,1.09938,2016-07-27T08:00:00.000000000Z
1.09938,1.10060,1.09920,1.09990,2016-07-27T09:00:00.000000000Z
1.09986,1.10053,1.09918,1.09942,2016-07-27T10:00:00.000000000Z
1.09944,1.09969,1.09889,1.09921,2016-07-27T11:00:00.000000000Z
1.09924,1.10042,1.09880,1.09992,2016-07-27T12:00:00.000000000Z
1.09996,1.10054,1.09930,1.10028,2016-07-27T13:00:00.000000000Z
1.10032,1.10080,1.09853,1.09871,2016-07-27T14:00:00.000000000Z
1.09874,1.09964,1.09838,1.09874,2016-07-27T15:00:00.000000000Z
1.09878,1.09951,1.09870,1.09914,2016-07-27T16:00:00.000000000Z
1.09911,1.10002,1.09894,1.09980,2016-07-27T17:00:00.000000000Z
1.09995,1.10232,1.09614,1.10191,2016-07-27T18:00:00.000000000Z
1.10192,1.10648,1.10182,1.10531,2016-07-27T19:00:00.000000000Z
1.10535,1.10629,1.10504,1.10592,2016-07-27T20:00:00.000000000Z
1.10648,1.10707,1.10528,1.10550,2016-07-27T21:00:00.000000000Z
1.10548,1.10588,1.10528,1.10578,2016-07-27T22:00:00.000000000Z
1.10582,1.10736,1.10579,1.10670,2016-07-27T23:00:00.000000000Z
1.10672,1.10753,1.10666,1.10677,2016-07-28T00:00:00.000000000Z
1.10680,1.10687,1.10591,1.10618,2016-07-28T01:00:00.000000000Z
1.10620,1.10736,1.10615,1.10724,2016-07-28T02:00:00.000000000Z
1.10727,1.10770,1.10724,1.10730,2016-07-28T03:00:00.000000000Z
1.10732,1.10739,1.10672,1.10703,2016-07-28T04:00:00.000000000Z
1.10707,1.10713,1.10641,1.10690,2016-07-28T05:00:00.000000000Z
1.10687,1.10955,1.10684,1.10888,2016-07-28T06:00:00.000000000Z
1.10890,1.11194,1.10882,1.11026,2016-07-28T07:00:00.000000000Z
1.11028,1.11141,1.11014,1.11052,2016-07-28T08:00:00.000000000Z
1.11048,1.11067,1.10908,1.10938,2016-07-28T09:00:00.000000000Z
1.10942,1.10958,1.10813,1.10836,2016-07-28T10:00:00.000000000Z
1.10833,1.10889,1.10792,1.10832,2016-07-28T11:00:00.000000000Z
1.10833,1.11034,1.10833,1.10994,2016-07-28T12:00:00.000000000Z
1.10995,1.11054,1.10900,1.11054,2016-07-28T13:00:00.000000000Z
1.11052,1.11080,1.10822,1.10834,2016-07-28T14:00:00.000000000Z
1.10838,1.10945,1.10797,1.10939,2016-07-28T15:00:00.000000000Z
1.10936,1.10936,1.10734,1.10757,2016-07-28T16:00:00.000000000Z
1.10760,1.10808,1.10690,1.10718,2016-07-28T17:00:00.000000000Z
1.10721,1.10760,1.10688,1.10735,2016-07-28T18:00:00.000000000Z
1.10732,1.10777,1.10716,1.10756,2016-07-28T19:00:00.000000000Z
1.10756,1.10824,1.10753,1.10764,2016-07-28T20:00:00.000000000Z
1.10780,1.10804,1.10756,1.10768,2016-07-28T21:00:00.000000000Z
1.10762,1.10817,1.10738,1.10776,2016-07-28T22:00:00.000000000Z
1.10779,1.10865,1.10760,1.10824,2016-07-28T23:00:00.000000000Z
1.10827,1.10842,1.10744,1.10819,2016-07-29T00:00:00.000000000Z
1.10816,1.10844,1.10777,1.10796,2016-07-29T01:00:00.000000000Z
1.10793,1.10892,1.10754,1.10832,2016-07-29T02:00:00.000000000Z
1.10828,1.10964,1.10728,1.10910,2016-07-29T03:00:00.000000000Z
1.10908,1.10950,1.10810,1.10816,2016-07-29T04:00:00.000000000Z
1.10820,1.10860,1.10744,1.10783,2016-07-29T05:00:00.000000000Z
1.10786,1.10900,1.10767,1.10888,2016-07-29T06:00:00.000000000Z
1.10884,1.11016,1.10857,1.10878,2016-07-29T07:00:00.000000000Z
1.10882,1.10989,1.10839,1.10980,2016-07-29T08:00:00.000000000Z
1.10980,1.11123,1.10933,1.11104,2016-07-29T09:00:00.000000000Z
1.11108,1.11132,1.11074,1.11118,2016-07-29T10:00:00.000000000Z
1.11114,1.11146,1.11090,1.11138,2016-07-29T11:00:00.000000000Z
1.11140,1.11554,1.11049,1.11498,2016-07-29T12:00:00.000000000Z
1.11494,1.11682,1.11494,1.11628,2016-07-29T13:00:00.000000000Z
1.11626,1.11826,1.11624,1.11794,2016-07-29T14:00:00.000000000Z
1.11791,1.11975,1.11688,1.11692,2016-07-29T15:00:00.000000000Z
1.11690,1.11740,1.11550,1.11568,2016-07-29T16:00:00.000000000Z
1.11572,1.11668,1.11566,1.11649,2016-07-29T17:00:00.000000000Z
1.11645,1.11809,1.11638,1.11779,2016-07-29T18:00:00.000000000Z
1.11775,1.11890,1.11775,1.11783,2016-07-29T19:00:00.000000000Z
1.11786,1.11854,1.11733,1.11746,2016-07-29T20:00:00.000000000Z
1.11748,1.11822,1.11676,1.11809,2016-07-31T21:00:00.000000000Z
1.11816,1.11838,1.11712,1.11714,2016-07-31T22:00:00.000000000Z
1.11718,1.11725,1.11662,1.11672,2016-07-31T23:00:00.000000000Z
1.11672,1.11768,1.11663,1.11753,2016-08-01T00:00:00.000000000Z
1.11754,1.11784,1.11685,1.11720,2016-08-01T01:00:00.000000000Z
1.11723,1.11754,1.11700,1.11712,2016-08-01T02:00:00.000000000Z
1.11711,1.11785,1.11666,1.11785,2016-08-01T03:00:00.000000000Z
1.11782,1.11814,1.11752,1.11794,2016-08-01T04:00:00.000000000Z
1.11798,1.11806,1.11710,1.11711,2016-08-01T05:00:00.000000000Z
1.11710,1.11710,1.11618,1.11647,2016-08-01T06:00:00.000000000Z
1.11646,1.11722,1.11613,1.11688,2016-08-01T07:00:00.000000000Z
1.11684,1.11774,1.11596,1.11596,2016-08-01T08:00:00.000000000Z
1.11594,1.11775,1.11591,1.11758,2016-08-01T09:00:00.000000000Z
1.11756,1.11756,1.11608,1.11642,2016-08-01T10:00:00.000000000Z
1.11646,1.11677,1.11552,1.11565,2016-08-01T11:00:00.000000000Z
1.11563,1.11696,1.11563,1.11650,2016-08-01T12:00:00.000000000Z
1.11648,1.11698,1.11602,1.11654,2016-08-01T13:00:00.000000000Z
1.11660,1.11748,1.11632,1.11699,2016-08-01T14:00:00.000000000Z
1.11699,1.11792,1.11699,1.11752,2016-08-01T15:00:00.000000000Z
1.11755,1.11774,1.11675,1.11710,2016-08-01T16:00:00.000000000Z
1.11712,1.11726,1.11662,1.11678,2016-08-01T17:00:00.000000000Z
1.11681,1.11714,1.11651,1.11698,2016-08-01T18:00:00.000000000Z
1.11694,1.11694,1.11612,1.11676,2016-08-01T19:00:00.000000000Z
1.11676,1.11687,1.11590,1.11630,2016-08-01T20:00:00.000000000Z
1.11614,1.11654,1.11590,1.11638,2016-08-01T21:00:00.000000000Z
1.11638,1.11666,1.11638,1.11666,2016-08-01T22:00:00.000000000Z
1.11668,1.11678,1.11632,1.11671,2016-08-01T23:00:00.000000000Z
1.11668,1.11752,1.11664,1.11724,2016-08-02T00:00:00.000000000Z
1.11728,1.11747,1.11636,1.11646,2016-08-02T01:00:00.000000000Z
1.11644,1.11720,1.11624,1.11709,2016-08-02T02:00:00.000000000Z
1.11712,1.11728,1.11694,1.11720,2016-08-02T03:00:00.000000000Z
1.11721,1.11809,1.11714,1.11764,2016-08-02T04:00:00.000000000Z
1.11766,1.11848,1.11738,1.11778,2016-08-02T05:00:00.000000000Z
1.11776,1.11870,1.11758,1.11835,2016-08-02T06:00:00.000000000Z
1.11831,1.12086,1.11818,1.11998,2016-08-02T07:00:00.000000000Z
1.12000,1.12026,1.11927,1.12024,2016-08-02T08:00:00.000000000Z
1.12022,1.12034,1.11940,1.11960,2016-08-02T09:00:00.000000000Z
1.11956,1.12044,1.11908,1.11922,2016-08-02T10:00:00.000000000Z
1.11922,1.11956,1.11870,1.11936,2016-08-02T11:00:00.000000000Z
1.11940,1.12060,1.11876,1.12008,2016-08-02T12:00:00.000000000Z
1.12009,1.12164,1.12009,1.12152,2016-08-02T13:00:00.000000000Z
1.12156,1.12250,1.12112,1.12196,2016-08-02T14:00:00.000000000Z
1.12199,1.12306,1.12198,1.12242,2016-08-02T15:00:00.000000000Z
1.12245,1.12291,1.12192,1.12231,2016-08-02T16:00:00.000000000Z
1.12234,1.12331,1.12232,1.12291,2016-08-02T17:00:00.000000000Z
1.12289,1.12338,1.12238,1.12264,2016-08-02T18:00:00.000000000Z
1.12267,1.12267,1.12206,1.12216,2016-08-02T19:00:00.000000000Z
1.12220,1.12255,1.12200,1.12231,2016-08-02T20:00:00.000000000Z
1.12222,1.12273,1.12205,1.12219,2016-08-02T21:00:00.000000000Z
1.12214,1.12228,1.12184,1.12197,2016-08-02T22:00:00.000000000Z
1.12197,1.12215,1.12178,1.12178,2016-08-02T23:00:00.000000000Z
1.12174,1.12192,1.12144,1.12144,2016-08-03T00:00:00.000000000Z
1.12145,1.12159,1.12110,1.12130,2016-08-03T01:00:00.000000000Z
1.12128,1.12168,1.12082,1.12091,2016-08-03T02:00:00.000000000Z
1.12088,1.12154,1.12084,1.12127,2016-08-03T03:00:00.000000000Z
1.12130,1.12173,1.12113,1.12134,2016-08-03T04:00:00.000000000Z
1.12131,1.12146,1.12082,1.12094,2016-08-03T05:00:00.000000000Z
1.12092,1.12123,1.12012,1.12017,2016-08-03T06:00:00.000000000Z
1.12014,1.12154,1.12006,1.12119,2016-08-03T07:00:00.000000000Z
1.12122,1.12132,1.11972,1.12002,2016-08-03T08:00:00.000000000Z
1.11999,1.12010,1.11900,1.11914,2016-08-03T09:00:00.000000000Z
1.11917,1.12046,1.11903,1.11985,2016-08-03T10:00:00.000000000Z
1.11988,1.12030,1.11968,1.12023,2016-08-03T11:00:00.000000000Z
1.12026,1.12046,1.11902,1.11934,2016-08-03T12:00:00.000000000Z
1.11930,1.11964,1.11759,1.11822,2016-08-03T13:00:00.000000000Z
1.11828,1.11857,1.11624,1.11722,2016-08-03T14:00:00.000000000Z
1.11725,1.11797,1.11700,1.11701,2016-08-03T15:00:00.000000000Z
1.11697,1.11766,1.11666,1.11736,2016-08-03T16:00:00.000000000Z
1.11732,1.11763,1.11428,1.11436,2016-08-03T17:00:00.000000000Z
1.11440,1.11468,1.11406,1.11454,2016-08-03T18:00:00.000000000Z
1.11450,1.11506,1.11450,1.11478,2016-08-03T19:00:00.000000000Z
1.11476,1.11512,1.11470,1.11504,2016-08-03T20:00:00.000000000Z
1.11488,1.11514,1.11478,1.11490,2016-08-03T21:00:00.000000000Z
1.11492,1.11508,1.11476,1.11494,2016-08-03T22:00:00.000000000Z
1.11490,1.11519,1.11478,1.11504,2016-08-03T23:00:00.000000000Z
1.11501,1.11531,1.11434,1.11445,2016-08-04T00:00:00.000000000Z
1.11441,1.11566,1.11354,1.11520,2016-08-04T01:00:00.000000000Z
1.11518,1.11536,1.11428,1.11489,2016-08-04T02:00:00.000000000Z
1.11491,1.11492,1.11446,1.11446,2016-08-04T03:00:00.000000000Z
1.11442,1.11472,1.11427,1.11462,2016-08-04T04:00:00.000000000Z
1.11460,1.11465,1.11393,1.11404,2016-08-04T05:00:00.000000000Z
1.11400,1.11454,1.11280,1.11292,2016-08-04T06:00:00.000000000Z
1.11295,1.11416,1.11276,1.11360,2016-08-04T07:00:00.000000000Z
1.11356,1.11408,1.11336,1.11342,2016-08-04T08:00:00.000000000Z
1.11339,1.11353,1.11249,1.11268,2016-08-04T09:00:00.000000000Z
1.11266,1.11380,1.11252,1.11316,2016-08-04T10:00:00.000000000Z
1.11316,1.11387,1.11140,1.11220,2016-08-04T11:00:00.000000000Z
1.11223,1.11482,1.11219,1.11441,2016-08-04T12:00:00.000000000Z
1.11438,1.11488,1.11356,1.11436,2016-08-04T13:00:00.000000000Z
1.11440,1.11482,1.11364,1.11388,2016-08-04T14:00:00.000000000Z
1.11385,1.11430,1.11305,1.11334,2016-08-04T15:00:00.000000000Z
1.11332,1.11405,1.11318,1.11376,2016-08-04T16:00:00.000000000Z
1.11372,1.11372,1.11276,1.11314,2016-08-04T17:00:00.000000000Z
1.11312,1.11349,1.11296,1.11302,2016-08-04T18:00:00.000000000Z
1.11306,1.11326,1.11266,1.11309,2016-08-04T19:00:00.000000000Z
1.11307,1.11318,1.11272,1.11296,2016-08-04T20:00:00.000000000Z
1.11283,1.11334,1.11275,1.11284,2016-08-04T21:00:00.000000000Z
1.11282,1.11288,1.11260,1.11286,2016-08-04T22:00:00.000000000Z
1.11288,1.11350,1.11284,1.11349,2016-08-04T23:00:00.000000000Z
1.11348,1.11348,1.11289,1.11322,2016-08-05T00:00:00.000000000Z
1.11319,1.11339,1.11290,1.11326,2016-08-05T01:00:00.000000000Z
1.11322,1.11348,1.11306,1.11348,2016-08-05T02:00:00.000000000Z
1.11344,1.11355,1.11333,1.11344,2016-08-05T03:00:00.000000000Z
1.11342,1.11368,1.11328,1.11366,2016-08-05T04:00:00.000000000Z
1.11363,1.11412,1.11350,1.11380,2016-08-05T05:00:00.000000000Z
1.11382,1.11442,1.11378,1.11408,2016-08-05T06:00:00.000000000Z
1.11406,1.11448,1.11329,1.11390,2016-08-05T07:00:00.000000000Z
1.11393,1.11514,1.11380,1.11502,2016-08-05T08:00:00.000000000Z
1.11504,1.11520,1.11402,1.11418,2016-08-05T09:00:00.000000000Z
1.11416,1.11497,1.11404,1.11456,2016-08-05T10:00:00.000000000Z
1.11454,1.11607,1.11452,1.11546,2016-08-05T11:00:00.000000000Z
1.11549,1.11613,1.10817,1.10837,2016-08-05T12:00:00.000000000Z
1.10840,1.10861,1.10458,1.10506,2016-08-05T13:00:00.000000000Z
1.10502,1.10726,1.10487,1.10708,2016-08-05T14:00:00.000000000Z
