o,h,l,c,time
1.05325,1.05346,1.05246,1.05246,2023-01-06T04:00:00.000000000Z
1.05252,1.05252,1.05108,1.05146,2023-01-06T05:00:00.000000000Z
1.05150,1.05224,1.05106,1.05127,2023-01-06T06:00:00.000000000Z
1.05130,1.05226,1.05070,1.05126,2023-01-06T07:00:00.000000000Z
1.05126,1.05310,1.05112,1.05186,2023-01-06T08:00:00.000000000Z
1.05184,1.05196,1.04964,1.05073,2023-01-06T09:00:00.000000000Z
1.05074,1.05160,1.05030,1.05076,2023-01-06T10:00:00.000000000Z
1.05076,1.05114,1.04922,1.04942,2023-01-06T11:00:00.000000000Z
1.04946,1.04966,1.04834,1.04948,2023-01-06T12:00:00.000000000Z
1.04948,1.05452,1.04833,1.05426,2023-01-06T13:00:00.000000000Z
1.05425,1.05434,1.05009,1.05094,2023-01-06T14:00:00.000000000Z
1.05094,1.06126,1.05094,1.06018,2023-01-06T15:00:00.000000000Z
1.06020,1.06226,1.05968,1.06188,2023-01-06T16:00:00.000000000Z
1.06188,1.06382,1.06164,1.06376,2023-01-06T17:00:00.000000000Z
1.06376,1.06436,1.06296,1.06378,2023-01-06T18:00:00.000000000Z
1.06380,1.06480,1.06380,1.06456,2023-01-06T19:00:00.000000000Z
1.06452,1.06482,1.06428,1.06463,2023-01-06T20:00:00.000000000Z
1.06461,1.06461,1.06423,1.06444,2023-01-06T21:00:00.000000000Z
1.06420,1.06420,1.06394,1.06414,2023-01-08T22:00:00.000000000Z
1.06423,1.06630,1.06420,1.06628,2023-01-08T23:00:00.000000000Z
1.06630,1.06680,1.06515,1.06614,2023-01-09T00:00:00.000000000Z
1.06615,1.06724,1.06555,1.06668,2023-01-09T01:00:00.000000000Z
1.06664,1.06780,1.06664,1.06772,2023-01-09T02:00:00.000000000Z
1.06772,1.06772,1.06662,1.06676,2023-01-09T03:00:00.000000000Z
1.06674,1.06784,1.06668,1.06766,2023-01-09T04:00:00.000000000Z
1.06766,1.06832,1.06730,1.06772,2023-01-09T05:00:00.000000000Z
1.06772,1.06864,1.06756,1.06820,2023-01-09T06:00:00.000000000Z
1.06827,1.06950,1.06682,1.06733,2023-01-09T07:00:00.000000000Z
1.06734,1.06998,1.06726,1.06903,2023-01-09T08:00:00.000000000Z
1.06906,1.06938,1.06603,1.06722,2023-01-09T09:00:00.000000000Z
1.06725,1.06766,1.06617,1.06691,2023-01-09T10:00:00.000000000Z
1.06692,1.06856,1.06678,1.06842,2023-01-09T11:00:00.000000000Z
1.06840,1.06936,1.06809,1.06889,2023-01-09T12:00:00.000000000Z
1.06892,1.07318,1.06852,1.07252,2023-01-09T13:00:00.000000000Z
1.07254,1.07384,1.07116,1.07282,2023-01-09T14:00:00.000000000Z
1.07286,1.07494,1.07280,1.07402,2023-01-09T15:00:00.000000000Z
1.07404,1.07608,1.07402,1.07582,2023-01-09T16:00:00.000000000Z
1.07582,1.07600,1.07400,1.07502,2023-01-09T17:00:00.000000000Z
1.07504,1.07542,1.07377,1.07432,2023-01-09T18:00:00.000000000Z
1.07434,1.07529,1.07418,1.07519,2023-01-09T19:00:00.000000000Z
1.07518,1.07540,1.07307,1.07312,2023-01-09T20:00:00.000000000Z
1.07310,1.07354,1.07302,1.07338,2023-01-09T21:00:00.000000000Z
1.07323,1.07340,1.07281,1.07330,2023-01-09T22:00:00.000000000Z
1.07330,1.07387,1.07284,1.07327,2023-01-09T23:00:00.000000000Z
1.07328,1.07382,1.07208,1.07277,2023-01-10T00:00:00.000000000Z
1.07277,1.07400,1.07263,1.07364,2023-01-10T01:00:00.000000000Z
1.07366,1.07426,1.07213,1.07312,2023-01-10T02:00:00.000000000Z
1.07309,1.07344,1.07258,1.07324,2023-01-10T03:00:00.000000000Z
1.07324,1.07340,1.07279,1.07306,2023-01-10T04:00:00.000000000Z
1.07306,1.07442,1.07296,1.07428,2023-01-10T05:00:00.000000000Z
1.07427,1.07431,1.07265,1.07341,2023-01-10T06:00:00.000000000Z
1.07345,1.07397,1.07220,1.07318,2023-01-10T07:00:00.000000000Z
1.07319,1.07474,1.07314,1.07386,2023-01-10T08:00:00.000000000Z
1.07384,1.07518,1.07292,1.07461,2023-01-10T09:00:00.000000000Z
1.07461,1.07462,1.07340,1.07364,2023-01-10T10:00:00.000000000Z
1.07367,1.07426,1.07318,1.07352,2023-01-10T11:00:00.000000000Z
1.07350,1.07356,1.07155,1.07194,2023-01-10T12:00:00.000000000Z
1.07195,1.07254,1.07122,1.07216,2023-01-10T13:00:00.000000000Z
1.07218,1.07594,1.07216,1.07404,2023-01-10T14:00:00.000000000Z
1.07406,1.07532,1.07218,1.07278,2023-01-10T15:00:00.000000000Z
1.07280,1.07421,1.07242,1.07364,2023-01-10T16:00:00.000000000Z
1.07362,1.07439,1.07297,1.07335,2023-01-10T17:00:00.000000000Z
1.07331,1.07397,1.07278,1.07381,2023-01-10T18:00:00.000000000Z
1.07382,1.07433,1.07364,1.07408,2023-01-10T19:00:00.000000000Z
1.07411,1.07440,1.07306,1.07361,2023-01-10T20:00:00.000000000Z
1.07364,1.07376,1.07324,1.07342,2023-01-10T21:00:00.000000000Z
1.07346,1.07378,1.07330,1.07364,2023-01-10T22:00:00.000000000Z
1.07364,1.07394,1.07329,1.07384,2023-01-10T23:00:00.000000000Z
1.07386,1.07455,1.07374,1.07452,2023-01-11T00:00:00.000000000Z
1.07452,1.07452,1.07256,1.07310,2023-01-11T01:00:00.000000000Z
1.07310,1.07383,1.07270,1.07270,2023-01-11T02:00:00.000000000Z
1.07270,1.07369,1.07266,1.07337,2023-01-11T03:00:00.000000000Z
1.07337,1.07400,1.07322,1.07388,2023-01-11T04:00:00.000000000Z
1.07388,1.07570,1.07370,1.07476,2023-01-11T05:00:00.000000000Z
1.07476,1.07552,1.07458,1.07458,2023-01-11T06:00:00.000000000Z
1.07458,1.07574,1.07436,1.07468,2023-01-11T07:00:00.000000000Z
1.07470,1.07488,1.07290,1.07298,2023-01-11T08:00:00.000000000Z
1.07298,1.07482,1.07256,1.07416,2023-01-11T09:00:00.000000000Z
1.07415,1.07512,1.07400,1.07492,2023-01-11T10:00:00.000000000Z
1.07489,1.07552,1.07436,1.07484,2023-01-11T11:00:00.000000000Z
1.07484,1.07488,1.07282,1.07406,2023-01-11T12:00:00.000000000Z
1.07407,1.07528,1.07392,1.07498,2023-01-11T13:00:00.000000000Z
1.07498,1.07764,1.07452,1.07698,2023-01-11T14:00:00.000000000Z
1.07699,1.07748,1.07520,1.07550,2023-01-11T15:00:00.000000000Z
1.07552,1.07618,1.07376,1.07392,2023-01-11T16:00:00.000000000Z
1.07390,1.07486,1.07364,1.07468,2023-01-11T17:00:00.000000000Z
1.07468,1.07685,1.07350,1.07532,2023-01-11T18:00:00.000000000Z
1.07536,1.07638,1.07477,1.07634,2023-01-11T19:00:00.000000000Z
1.07632,1.07632,1.07526,1.07540,2023-01-11T20:00:00.000000000Z
1.07542,1.07582,1.07520,1.07579,2023-01-11T21:00:00.000000000Z
1.07566,1.07622,1.07523,1.07582,2023-01-11T22:00:00.000000000Z
1.07583,1.07677,1.07564,1.07656,2023-01-11T23:00:00.000000000Z
1.07656,1.07748,1.07604,1.07614,2023-01-12T00:00:00.000000000Z
1.07616,1.07676,1.07606,1.07667,2023-01-12T01:00:00.000000000Z
1.07666,1.07690,1.07614,1.07671,2023-01-12T02:00:00.000000000Z
1.07674,1.07714,1.07648,1.07687,2023-01-12T03:00:00.000000000Z
1.07688,1.07736,1.07661,1.07716,2023-01-12T04:00:00.000000000Z
1.07718,1.07753,1.07624,1.07628,2023-01-12T05:00:00.000000000Z
1.07628,1.07690,1.07568,1.07574,2023-01-12T06:00:00.000000000Z
1.07573,1.07654,1.07556,1.07626,2023-01-12T07:00:00.000000000Z
1.07627,1.07646,1.07454,1.07480,2023-01-12T08:00:00.000000000Z
1.07478,1.07736,1.07428,1.07654,2023-01-12T09:00:00.000000000Z
1.07656,1.07684,1.07516,1.07626,2023-01-12T10:00:00.000000000Z
1.07624,1.07666,1.07590,1.07618,2023-01-12T11:00:00.000000000Z
1.07618,1.07667,1.07550,1.07626,2023-01-12T12:00:00.000000000Z
1.07630,1.08388,1.07305,1.08292,2023-01-12T13:00:00.000000000Z
1.08296,1.08340,1.07518,1.07677,2023-01-12T14:00:00.000000000Z
1.07678,1.08098,1.07638,1.08069,2023-01-12T15:00:00.000000000Z
1.08070,1.08260,1.08024,1.08224,2023-01-12T16:00:00.000000000Z
1.08224,1.08491,1.08214,1.08488,2023-01-12T17:00:00.000000000Z
1.08488,1.08670,1.08463,1.08558,2023-01-12T18:00:00.000000000Z
1.08557,1.08560,1.08394,1.08494,2023-01-12T19:00:00.000000000Z
1.08494,1.08524,1.08414,1.08523,2023-01-12T20:00:00.000000000Z
1.08526,1.08553,1.08492,1.08514,2023-01-12T21:00:00.000000000Z
1.08487,1.08525,1.08478,1.08490,2023-01-12T22:00:00.000000000Z
1.08489,1.08603,1.08470,1.08599,2023-01-12T23:00:00.000000000Z
1.08600,1.08680,1.08512,1.08523,2023-01-13T00:00:00.000000000Z
1.08526,1.08564,1.08454,1.08560,2023-01-13T01:00:00.000000000Z
1.08560,1.08564,1.08318,1.08449,2023-01-13T02:00:00.000000000Z
1.08451,1.08478,1.08416,1.08458,2023-01-13T03:00:00.000000000Z
1.08458,1.08466,1.08380,1.08402,2023-01-13T04:00:00.000000000Z
1.08402,1.08434,1.08318,1.08372,2023-01-13T05:00:00.000000000Z
1.08376,1.08510,1.08341,1.08451,2023-01-13T06:00:00.000000000Z
1.08461,1.08490,1.08332,1.08488,2023-01-13T07:00:00.000000000Z
1.08488,1.08646,1.08373,1.08552,2023-01-13T08:00:00.000000000Z
1.08552,1.08603,1.08334,1.08425,2023-01-13T09:00:00.000000000Z
1.08424,1.08518,1.08372,1.08451,2023-01-13T10:00:00.000000000Z
1.08452,1.08458,1.08082,1.08122,2023-01-13T11:00:00.000000000Z
1.08120,1.08160,1.08034,1.08120,2023-01-13T12:00:00.000000000Z
1.08118,1.08204,1.07926,1.07938,2023-01-13T13:00:00.000000000Z
1.07938,1.08202,1.07804,1.08187,2023-01-13T14:00:00.000000000Z
1.08168,1.08388,1.08134,1.08296,2023-01-13T15:00:00.000000000Z
1.08294,1.08336,1.08010,1.08102,2023-01-13T16:00:00.000000000Z
1.08100,1.08318,1.08066,1.08280,2023-01-13T17:00:00.000000000Z
1.08281,1.08342,1.08180,1.08312,2023-01-13T18:00:00.000000000Z
1.08312,1.08354,1.08267,1.08292,2023-01-13T19:00:00.000000000Z
1.08294,1.08358,1.08271,1.08326,2023-01-13T20:00:00.000000000Z
1.08329,1.08346,1.08289,1.08324,2023-01-13T21:00:00.000000000Z
1.08311,1.08362,1.08294,1.08334,2023-01-15T22:00:00.000000000Z
1.08321,1.08358,1.08204,1.08228,2023-01-15T23:00:00.000000000Z
1.08230,1.08444,1.08214,1.08418,2023-01-16T00:00:00.000000000Z
1.08418,1.08724,1.08407,1.08680,2023-01-16T01:00:00.000000000Z
1.08679,1.08743,1.08656,1.08668,2023-01-16T02:00:00.000000000Z
1.08670,1.08674,1.08594,1.08602,2023-01-16T03:00:00.000000000Z
1.08600,1.08641,1.08509,1.08530,2023-01-16T04:00:00.000000000Z
1.08530,1.08612,1.08524,1.08608,2023-01-16T05:00:00.000000000Z
1.08607,1.08607,1.08361,1.08396,2023-01-16T06:00:00.000000000Z
1.08395,1.08426,1.08266,1.08311,2023-01-16T07:00:00.000000000Z
1.08308,1.08322,1.08025,1.08036,2023-01-16T08:00:00.000000000Z
1.08034,1.08242,1.08015,1.08212,2023-01-16T09:00:00.000000000Z
1.08210,1.08336,1.08208,1.08302,2023-01-16T10:00:00.000000000Z
1.08304,1.08368,1.08240,1.08271,2023-01-16T11:00:00.000000000Z
1.08265,1.08285,1.08145,1.08152,2023-01-16T12:00:00.000000000Z
1.08152,1.08203,1.08059,1.08158,2023-01-16T13:00:00.000000000Z
1.08158,1.08257,1.08140,1.08220,2023-01-16T14:00:00.000000000Z
1.08222,1.08292,1.08163,1.08254,2023-01-16T15:00:00.000000000Z
1.08256,1.08264,1.08174,1.08246,2023-01-16T16:00:00.000000000Z
1.08246,1.08268,1.08118,1.08138,2023-01-16T17:00:00.000000000Z
1.08136,1.08150,1.08109,1.08130,2023-01-16T18:00:00.000000000Z
1.08132,1.08195,1.08126,1.08194,2023-01-16T19:00:00.000000000Z
1.08194,1.08208,1.08176,1.08206,2023-01-16T20:00:00.000000000Z
1.08206,1.08248,1.08190,1.08237,2023-01-16T21:00:00.000000000Z
1.08220,1.08242,1.08170,1.08230,2023-01-16T22:00:00.000000000Z
1.08236,1.08326,1.08226,1.08298,2023-01-16T23:00:00.000000000Z
1.08297,1.08338,1.08257,1.08288,2023-01-17T00:00:00.000000000Z
1.08290,1.08317,1.08140,1.08174,2023-01-17T01:00:00.000000000Z
1.08172,1.08330,1.08062,1.08145,2023-01-17T02:00:00.000000000Z
1.08143,1.08287,1.08136,1.08252,2023-01-17T03:00:00.000000000Z
1.08251,1.08288,1.08222,1.08262,2023-01-17T04:00:00.000000000Z
1.08262,1.08324,1.08219,1.08310,2023-01-17T05:00:00.000000000Z
1.08310,1.08358,1.08136,1.08151,2023-01-17T06:00:00.000000000Z
1.08151,1.08298,1.08120,1.08281,2023-01-17T07:00:00.000000000Z
1.08282,1.08388,1.08231,1.08275,2023-01-17T08:00:00.000000000Z
1.08274,1.08310,1.08110,1.08175,2023-01-17T09:00:00.000000000Z
1.08178,1.08276,1.08092,1.08216,2023-01-17T10:00:00.000000000Z
1.08217,1.08338,1.08135,1.08323,2023-01-17T11:00:00.000000000Z
1.08322,1.08576,1.08223,1.08528,2023-01-17T12:00:00.000000000Z
1.08526,1.08580,1.08364,1.08426,2023-01-17T13:00:00.000000000Z
1.08427,1.08695,1.08422,1.08632,2023-01-17T14:00:00.000000000Z
1.08636,1.08639,1.07950,1.08019,2023-01-17T15:00:00.000000000Z
1.08018,1.08092,1.07862,1.07928,2023-01-17T16:00:00.000000000Z
1.07928,1.07988,1.07744,1.07822,2023-01-17T17:00:00.000000000Z
1.07818,1.07966,1.07798,1.07952,2023-01-17T18:00:00.000000000Z
1.07953,1.08039,1.07914,1.07935,2023-01-17T19:00:00.000000000Z
1.07935,1.07972,1.07867,1.07938,2023-01-17T20:00:00.000000000Z
1.07934,1.07939,1.07880,1.07880,2023-01-17T21:00:00.000000000Z
1.07904,1.07946,1.07897,1.07918,2023-01-17T22:00:00.000000000Z
1.07922,1.07934,1.07855,1.07894,2023-01-17T23:00:00.000000000Z
1.07894,1.07916,1.07824,1.07844,2023-01-18T00:00:00.000000000Z
1.07844,1.07964,1.07834,1.07964,2023-01-18T01:00:00.000000000Z
1.07962,1.07994,1.07662,1.07874,2023-01-18T02:00:00.000000000Z
1.07875,1.07893,1.07683,1.07732,2023-01-18T03:00:00.000000000Z
1.07732,1.07778,1.07674,1.07748,2023-01-18T04:00:00.000000000Z
1.07747,1.07802,1.07680,1.07798,2023-01-18T05:00:00.000000000Z
1.07797,1.07909,1.07796,1.07898,2023-01-18T06:00:00.000000000Z
1.07900,1.08366,1.07899,1.08255,2023-01-18T07:00:00.000000000Z
1.08257,1.08515,1.08253,1.08432,2023-01-18T08:00:00.000000000Z
1.08431,1.08718,1.08370,1.08700,2023-01-18T09:00:00.000000000Z
1.08702,1.08702,1.08498,1.08526,2023-01-18T10:00:00.000000000Z
1.08526,1.08542,1.08116,1.08152,2023-01-18T11:00:00.000000000Z
1.08152,1.08339,1.08144,1.08240,2023-01-18T12:00:00.000000000Z
1.08241,1.08680,1.08224,1.08584,2023-01-18T13:00:00.000000000Z
1.08581,1.08876,1.08479,1.08640,2023-01-18T14:00:00.000000000Z
1.08644,1.08688,1.08268,1.08334,2023-01-18T15:00:00.000000000Z
1.08334,1.08360,1.08136,1.08268,2023-01-18T16:00:00.000000000Z
1.08270,1.08280,1.07873,1.07960,2023-01-18T17:00:00.000000000Z
1.07962,1.07994,1.07870,1.07967,2023-01-18T18:00:00.000000000Z
1.07966,1.07968,1.07872,1.07952,2023-01-18T19:00:00.000000000Z
1.07951,1.07952,1.07876,1.07894,2023-01-18T20:00:00.000000000Z
1.07894,1.07972,1.07894,1.07946,2023-01-18T21:00:00.000000000Z
1.07904,1.07944,1.07890,1.07926,2023-01-18T22:00:00.000000000Z
1.07927,1.07982,1.07907,1.07977,2023-01-18T23:00:00.000000000Z
1.07980,1.07984,1.07864,1.07873,2023-01-19T00:00:00.000000000Z
1.07876,1.07958,1.07826,1.07878,2023-01-19T01:00:00.000000000Z
1.07880,1.07948,1.07824,1.07937,2023-01-19T02:00:00.000000000Z
1.07936,1.08056,1.07928,1.08007,2023-01-19T03:00:00.000000000Z
1.08006,1.08023,1.07931,1.07960,2023-01-19T04:00:00.000000000Z
1.07960,1.07980,1.07912,1.07917,2023-01-19T05:00:00.000000000Z
1.07916,1.08034,1.07908,1.07911,2023-01-19T06:00:00.000000000Z
1.07913,1.08142,1.07822,1.08080,2023-01-19T07:00:00.000000000Z
1.08080,1.08249,1.08036,1.08168,2023-01-19T08:00:00.000000000Z
1.08169,1.08295,1.08160,1.08248,2023-01-19T09:00:00.000000000Z
1.08250,1.08385,1.08159,1.08292,2023-01-19T10:00:00.000000000Z
1.08294,1.08348,1.08160,1.08219,2023-01-19T11:00:00.000000000Z
1.08216,1.08272,1.08052,1.08092,2023-01-19T12:00:00.000000000Z
1.08093,1.08228,1.07956,1.08098,2023-01-19T13:00:00.000000000Z
1.08097,1.08251,1.07954,1.08104,2023-01-19T14:00:00.000000000Z
1.08105,1.08192,1.07835,1.07892,2023-01-19T15:00:00.000000000Z
1.07896,1.08095,1.07876,1.08092,2023-01-19T16:00:00.000000000Z
1.08090,1.08247,1.08088,1.08164,2023-01-19T17:00:00.000000000Z
1.08165,1.08353,1.08130,1.08286,2023-01-19T18:00:00.000000000Z
1.08286,1.08358,1.08211,1.08308,2023-01-19T19:00:00.000000000Z
1.08307,1.08400,1.08279,1.08292,2023-01-19T20:00:00.000000000Z
1.08294,1.08348,1.08282,1.08312,2023-01-19T21:00:00.000000000Z
1.08320,1.08354,1.08296,1.08313,2023-01-19T22:00:00.000000000Z
1.08313,1.08373,1.08304,1.08337,2023-01-19T23:00:00.000000000Z
1.08338,1.08405,1.08288,1.08316,2023-01-20T00:00:00.000000000Z
1.08316,1.08442,1.08281,1.08364,2023-01-20T01:00:00.000000000Z
1.08364,1.08442,1.08314,1.08364,2023-01-20T02:00:00.000000000Z
1.08365,1.08386,1.08322,1.08343,2023-01-20T03:00:00.000000000Z
1.08344,1.08351,1.08279,1.08296,2023-01-20T04:00:00.000000000Z
1.08293,1.08357,1.08251,1.08352,2023-01-20T05:00:00.000000000Z
1.08352,1.08368,1.08240,1.08247,2023-01-20T06:00:00.000000000Z
1.08247,1.08467,1.08209,1.08402,2023-01-20T07:00:00.000000000Z
1.08403,1.08590,1.08386,1.08408,2023-01-20T08:00:00.000000000Z
1.08406,1.08520,1.08285,1.08310,2023-01-20T09:00:00.000000000Z
1.08310,1.08474,1.08260,1.08388,2023-01-20T10:00:00.000000000Z
1.08388,1.08417,1.08247,1.08250,2023-01-20T11:00:00.000000000Z
1.08252,1.08278,1.08140,1.08185,2023-01-20T12:00:00.000000000Z
1.08182,1.08276,1.08024,1.08066,2023-01-20T13:00:00.000000000Z
1.08066,1.08260,1.08046,1.08220,2023-01-20T14:00:00.000000000Z
1.08218,1.08478,1.08184,1.08311,2023-01-20T15:00:00.000000000Z
1.08310,1.08451,1.08273,1.08306,2023-01-20T16:00:00.000000000Z
1.08304,1.08474,1.08295,1.08439,2023-01-20T17:00:00.000000000Z
1.08438,1.08504,1.08337,1.08477,2023-01-20T18:00:00.000000000Z
1.08476,1.08585,1.08458,1.08540,2023-01-20T19:00:00.000000000Z
1.08542,1.08584,1.08521,1.08566,2023-01-20T20:00:00.000000000Z
1.08564,1.08582,1.08548,1.08555,2023-01-20T21:00:00.000000000Z
1.08650,1.08684,1.08617,1.08683,2023-01-22T22:00:00.000000000Z
1.08674,1.08699,1.08622,1.08644,2023-01-22T23:00:00.000000000Z
1.08644,1.08874,1.08644,1.08851,2023-01-23T00:00:00.000000000Z
1.08848,1.08998,1.08810,1.08948,2023-01-23T01:00:00.000000000Z
1.08946,1.08990,1.08901,1.08924,2023-01-23T02:00:00.000000000Z
1.08926,1.09033,1.08926,1.08986,2023-01-23T03:00:00.000000000Z
1.08987,1.08987,1.08892,1.08950,2023-01-23T04:00:00.000000000Z
1.08948,1.08984,1.08902,1.08923,2023-01-23T05:00:00.000000000Z
1.08922,1.09122,1.08872,1.09008,2023-01-23T06:00:00.000000000Z
1.09006,1.09270,1.08922,1.09142,2023-01-23T07:00:00.000000000Z
1.09143,1.09157,1.08933,1.08999,2023-01-23T08:00:00.000000000Z
1.09000,1.09205,1.08933,1.09118,2023-01-23T09:00:00.000000000Z
1.09118,1.09155,1.08956,1.08994,2023-01-23T10:00:00.000000000Z
1.08995,1.09025,1.08790,1.08813,2023-01-23T11:00:00.000000000Z
1.08814,1.08834,1.08669,1.08710,2023-01-23T12:00:00.000000000Z
1.08713,1.08778,1.08532,1.08590,2023-01-23T13:00:00.000000000Z
1.08587,1.08684,1.08462,1.08617,2023-01-23T14:00:00.000000000Z
1.08618,1.08692,1.08470,1.08648,2023-01-23T15:00:00.000000000Z
1.08649,1.08760,1.08598,1.08642,2023-01-23T16:00:00.000000000Z
1.08640,1.08650,1.08570,1.08626,2023-01-23T17:00:00.000000000Z
1.08626,1.08732,1.08623,1.08664,2023-01-23T18:00:00.000000000Z
1.08662,1.08673,1.08475,1.08592,2023-01-23T19:00:00.000000000Z
1.08594,1.08684,1.08572,1.08682,2023-01-23T20:00:00.000000000Z
1.08682,1.08718,1.08650,1.08718,2023-01-23T21:00:00.000000000Z
1.08718,1.08735,1.08696,1.08708,2023-01-23T22:00:00.000000000Z
1.08706,1.08761,1.08680,1.08714,2023-01-23T23:00:00.000000000Z
1.08714,1.08750,1.08678,1.08737,2023-01-24T00:00:00.000000000Z
1.08739,1.08827,1.08718,1.08810,2023-01-24T01:00:00.000000000Z
1.08811,1.08830,1.08778,1.08789,2023-01-24T02:00:00.000000000Z
1.08786,1.08805,1.08732,1.08746,2023-01-24T03:00:00.000000000Z
1.08744,1.08766,1.08694,1.08766,2023-01-24T04:00:00.000000000Z
1.08768,1.08828,1.08756,1.08782,2023-01-24T05:00:00.000000000Z
1.08784,1.08919,1.08774,1.08880,2023-01-24T06:00:00.000000000Z
1.08875,1.08981,1.08834,1.08889,2023-01-24T07:00:00.000000000Z
1.08889,1.08960,1.08665,1.08753,2023-01-24T08:00:00.000000000Z
1.08752,1.08832,1.08520,1.08610,2023-01-24T09:00:00.000000000Z
1.08606,1.08666,1.08521,1.08640,2023-01-24T10:00:00.000000000Z
1.08638,1.08760,1.08538,1.08668,2023-01-24T11:00:00.000000000Z
1.08668,1.08766,1.08591,1.08598,2023-01-24T12:00:00.000000000Z
1.08600,1.08810,1.08542,1.08660,2023-01-24T13:00:00.000000000Z
1.08660,1.08701,1.08405,1.08422,2023-01-24T14:00:00.000000000Z
1.08424,1.08807,1.08352,1.08753,2023-01-24T15:00:00.000000000Z
1.08754,1.08835,1.08672,1.08718,2023-01-24T16:00:00.000000000Z
1.08719,1.08870,1.08703,1.08835,2023-01-24T17:00:00.000000000Z
1.08836,1.08890,1.08767,1.08792,2023-01-24T18:00:00.000000000Z
1.08790,1.08847,1.08740,1.08839,2023-01-24T19:00:00.000000000Z
1.08842,1.08848,1.08792,1.08815,2023-01-24T20:00:00.000000000Z
1.08812,1.08891,1.08808,1.08882,2023-01-24T21:00:00.000000000Z
1.08866,1.08893,1.08825,1.08865,2023-01-24T22:00:00.000000000Z
1.08864,1.08905,1.08830,1.08899,2023-01-24T23:00:00.000000000Z
1.08900,1.08905,1.08808,1.08872,2023-01-25T00:00:00.000000000Z
1.08871,1.08942,1.08840,1.08932,2023-01-25T01:00:00.000000000Z
1.08932,1.09016,1.08930,1.08967,2023-01-25T02:00:00.000000000Z
1.08963,1.08996,1.08926,1.08972,2023-01-25T03:00:00.000000000Z
1.08976,1.09028,1.08970,1.08989,2023-01-25T04:00:00.000000000Z
1.08988,1.08995,1.08920,1.08976,2023-01-25T05:00:00.000000000Z
1.08978,1.09112,1.08960,1.09064,2023-01-25T06:00:00.000000000Z
1.09068,1.09114,1.08786,1.08811,2023-01-25T07:00:00.000000000Z
1.08808,1.08914,1.08680,1.08774,2023-01-25T08:00:00.000000000Z
1.08764,1.08920,1.08700,1.08814,2023-01-25T09:00:00.000000000Z
1.08814,1.08814,1.08632,1.08659,2023-01-25T10:00:00.000000000Z
1.08657,1.08698,1.08574,1.08647,2023-01-25T11:00:00.000000000Z
1.08646,1.08772,1.08585,1.08738,2023-01-25T12:00:00.000000000Z
1.08738,1.08850,1.08644,1.08722,2023-01-25T13:00:00.000000000Z
1.08721,1.09004,1.08687,1.08939,2023-01-25T14:00:00.000000000Z
1.08938,1.09237,1.08910,1.09024,2023-01-25T15:00:00.000000000Z
1.09022,1.09034,1.08742,1.09002,2023-01-25T16:00:00.000000000Z
1.09004,1.09038,1.08941,1.08992,2023-01-25T17:00:00.000000000Z
1.08995,1.09182,1.08995,1.09092,2023-01-25T18:00:00.000000000Z
1.09093,1.09152,1.09068,1.09146,2023-01-25T19:00:00.000000000Z
1.09148,1.09176,1.09065,1.09146,2023-01-25T20:00:00.000000000Z
1.09142,1.09179,1.09114,1.09152,2023-01-25T21:00:00.000000000Z
1.09168,1.09185,1.09134,1.09148,2023-01-25T22:00:00.000000000Z
1.09140,1.09232,1.09137,1.09207,2023-01-25T23:00:00.000000000Z
1.09208,1.09248,1.09158,1.09158,2023-01-26T00:00:00.000000000Z
1.09160,1.09213,1.09070,1.09192,2023-01-26T01:00:00.000000000Z
1.09192,1.09218,1.09108,1.09154,2023-01-26T02:00:00.000000000Z
1.09154,1.09179,1.09113,1.09132,2023-01-26T03:00:00.000000000Z
1.09128,1.09184,1.09128,1.09144,2023-01-26T04:00:00.000000000Z
1.09142,1.09189,1.09092,1.09188,2023-01-26T05:00:00.000000000Z
1.09185,1.09296,1.09172,1.09204,2023-01-26T06:00:00.000000000Z
1.09204,1.09226,1.09066,1.09194,2023-01-26T07:00:00.000000000Z
1.09196,1.09282,1.09058,1.09091,2023-01-26T08:00:00.000000000Z
1.09092,1.09101,1.08926,1.08958,2023-01-26T09:00:00.000000000Z
1.08958,1.09078,1.08939,1.09070,2023-01-26T10:00:00.000000000Z
1.09070,1.09078,1.08991,1.09031,2023-01-26T11:00:00.000000000Z
1.09030,1.09044,1.08868,1.08930,2023-01-26T12:00:00.000000000Z
1.08928,1.09084,1.08731,1.09026,2023-01-26T13:00:00.000000000Z
1.09028,1.09176,1.08816,1.08872,2023-01-26T14:00:00.000000000Z
1.08875,1.08950,1.08510,1.08552,2023-01-26T15:00:00.000000000Z
1.08552,1.08720,1.08506,1.08647,2023-01-26T16:00:00.000000000Z
1.08648,1.08701,1.08580,1.08648,2023-01-26T17:00:00.000000000Z
1.08648,1.08882,1.08636,1.08861,2023-01-26T18:00:00.000000000Z
1.08860,1.08904,1.08822,1.08892,2023-01-26T19:00:00.000000000Z
1.08894,1.08925,1.08864,1.08922,2023-01-26T20:00:00.000000000Z
1.08922,1.08948,1.08903,1.08912,2023-01-26T21:00:00.000000000Z
1.08916,1.08916,1.08878,1.08908,2023-01-26T22:00:00.000000000Z
1.08904,1.08966,1.08898,1.08932,2023-01-26T23:00:00.000000000Z
1.08933,1.09004,1.08933,1.08967,2023-01-27T00:00:00.000000000Z
